INSTAL_COD,INSTAL_NOM,INSTAL_N_1,ETAB_CODE,ETAB_NOM,ETAB_NOM_A,RSS_CODE,RSS_NOM,ADRESSE,CASE_POST,CODE_POSTA,MUN_CODE,MUN_NOM,CLSC_CODE,CLSC_NOM,MRC_CODE,MRC_NOM,RLS_CODE,RLS_NOM,RUIS_CODE,RUIS_NOM,STATUT_COD,MD_CONS_CO,MD_FINAN_C,DESIGN_MIN,INSTANCE,DATE_INCOR,DATE_OUVER,LONGITUDE,LATITUDE,CHPSY,CHSGS,CHSLD,CLSC,CPEJ,CRDITED,CRDPA,CRDPM,CRDPV,CRDPL,CRJDA,CRMDA,CRD,DATE_MAJ
"51232841","CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE RIVIÈRE-ROUGE","CENTRE ACT. DE JOUR DI ET TSA DE RIVIÈRE-ROUGE","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","602, rue de L'Annonciation Nord"," ","J0T1T0","79037","Rivière-Rouge","15111","Antoine-Labelle","790","Antoine-Labelle","1511","RLS d'Antoine-Labelle","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2009-10-20",-74.87149810791016,46.414798736572266,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232858","MAISON DES AÎNÉS DE SAINT-TIMOTHÉE","MDA DE SAINT-TIMOTHÉE","11044831","Maison des aînés de Saint-Timothée inc.","Maison des aînés de Saint-Timothée inc.","16","Montérégie","1, rue des Aînés"," ","J6S6M8","70052","Salaberry-de-Valleyfield","16321","Valleyfield-Beauharnois","700","Beauharnois-Salaberry","1632","RLS du Suroît","3","RUISSS Université McGill","2","1","2","0","N","2011-11-09","2002-06-21",-74.03669738769531,45.289398193359375,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232866","CENTRE DE SERVICES EXTERNES POUR LES AÎNÉS DE POTTON","CENTRE SERV. EXT. POUR LES AÎNÉS DE POTTON","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","2, rue de Vale Perkins"," ","J0E1X0","45030","Potton","05131","Memphrémagog","450","Memphrémagog","0513","RLS de Memphrémagog","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","2010-05-19",-72.39189910888672,45.049598693847656,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232874","CLSC ET CENTRE DE SERVICES EXTERNES POUR LES AÎNÉS DE DUPUY","CLSC ET CENTRE SERV. EXT. POUR LES AÎNÉS DE DUPUY","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","2, 6e Avenue Ouest"," ","J0Z1X0","87085","Dupuy","08111","Abitibi-Ouest","870","Abitibi-Ouest","0811","RLS de l'Abitibi-Ouest","3","RUISSS Université McGill","1","2","1","0","N"," ","2009-10-23",-79.35910034179688,48.83039855957031,"Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232882","CLSC DE GALLICHAN","CLSC DE GALLICHAN","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","207, chemin de la Rivière Ouest"," ","J0Z2B0","87020","Gallichan","08111","Abitibi-Ouest","870","Abitibi-Ouest","0811","RLS de l'Abitibi-Ouest","3","RUISSS Université McGill","1","2","1","0","N"," ","2009-10-23",-79.29859924316406,48.60260009765625,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232890","CLSC DE BEAUCANTON","CLSC DE BEAUCANTON","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","10","Nord-du-Québec","2709, boulevard du Curé-McDuff"," ","J0Z1H0","99060","Eeyou Istchee Baie-James","10011","Baie-James","991","Jamésie"," "," ","3","RUISSS Université McGill","1","2","1","0","N"," ","2009-10-23",-79.23719787597656,49.03900146484375,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232908","CLSC DE DUPARQUET","CLSC DE DUPARQUET","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","86, rue Principale"," ","J0Z1W0","87005","Duparquet","08111","Abitibi-Ouest","870","Abitibi-Ouest","0811","RLS de l'Abitibi-Ouest","3","RUISSS Université McGill","1","2","1","0","N"," ","2009-10-23",-79.22920227050781,48.505401611328125,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232916","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE ET SERVICES AMBULATOIRES DE BLAINVILLE","CRDP SERV AMB DE BLAINVILLE","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","1300, boulevard du Curé-Labelle"," ","J7C2N8","73015","Blainville","15171","Thérèse-De Blainville","730","Thérèse-De Blainville","1517","RLS de Thérèse-De Blainville","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2009-10-26",-73.89969635009766,45.6869010925293,"Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","2026-03-23"
"51232924","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE JOLIETTE","CRDP DE JOLIETTE","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","1075, boulevard Firestone, bureau 1000"," ","J6E6X6","61025","Joliette","14113","Joliette","610","Joliette","1411","RLS de Lanaudière-Nord","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2009-08-31",-73.42630004882812,46.03300094604492,"Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","2026-03-23"
"51232932","CLSC DE MIRABEL","CLSC DE MIRABEL","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","8467, rue Saint-Jacques"," ","J7N2A3","74005","Mirabel","15151","Deux-Montagnes - Mirabel","740","Mirabel","1515","RLS de Deux-Montagnes - Mirabel-Sud","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2010-04-06",-73.98300170898438,45.6338005065918,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232940","CLSC DE ROSEMONT","CLSC DE ROSEMONT","11045200","Centre intégré universitaire de santé et de services sociaux de l'Est-de-l'Île-de-Montréal","CIUSSS de l'Est-de-l'Île-de-Montréal","06","Montréal","2909, rue Rachel Est"," ","H1W0A9","66023","Montréal","06531","Rosemont","660","Montréal","0653","RLS de Hochelaga - Mercier-Ouest - Rosemont","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2010-06-01",-73.56210327148438,45.54249954223633,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232965","CENTRE D'ACTIVITÉS DE JOUR","CENTRE D'ACTIVITÉS DE JOUR","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","365, boulevard Sainte-Anne"," ","G5M1E8","10043","Rimouski","01151","Rimouski-Neigette","100","Rimouski-Neigette","0115","RLS de Rimouski","1","RUISSS Université Laval","1","2","1","0","N"," ","2010-05-04",-68.4854965209961,48.49599838256836,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232973","MAISON DE NAISSANCE DU BOISÉ-DE-BLAINVILLE","MAISON DE NAISSANCE DU BOISÉ-DE-BLAINVILLE","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","15, 70e Avenue Ouest"," ","J7C1R7","73015","Blainville","15171","Thérèse-De Blainville","730","Thérèse-De Blainville","1517","RLS de Thérèse-De Blainville","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2008-12-14",-73.88289642333984,45.67319869995117,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232999","CHSLD ET CLSC DES HAUTEURS","CHSLD ET CLSC DES HAUTEURS","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","707, boulevard de Sainte-Adèle"," ","J8B2N1","77022","Sainte-Adèle","15131","Les Pays-d'en-Haut","770","Les Pays-d'en-Haut","1513","RLS des Pays-d'en-Haut","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2010-07-12",-74.1281967163086,45.949100494384766,"Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51233013","HÔPITAL GÉNÉRAL JUIF","HÔPITAL GÉNÉRAL JUIF","12685608","L'Hôpital général juif Sir Mortimer B. Davis","L'Hôpital général juif Sir Mortimer B. Davis","06","Montréal","4335, chemin de la Côte-Sainte-Catherine"," ","H3T1E4","66023","Montréal","06224","Côte-des-Neiges","660","Montréal","0622","RLS de Côte-des-Neiges - Métro - Parc-Extension","3","RUISSS Université McGill","1","6","1","4","N","2007-05-07","2010-06-01",-73.63059997558594,45.49580001831055,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51233021","CENTRE DE RÉADAPTATION EN DÉPENDANCE DE LA RUE JOLIETTE","CRD DE LA RUE JOLIETTE","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","1525, rue Joliette"," ","J4K4W4","58227","Longueuil","16211","Longueuil-Ouest","580","Longueuil","1621","RLS Pierre-Boucher","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2002-11-15",-73.49579620361328,45.523399353027344,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2026-03-23"
"51233039","CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SAINT-JEAN-SUR-RICHELIEU","CRD DE SAINT-JEAN-SUR-RICHELIEU","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","202, rue Saint-Louis"," ","J3B1Y1","56083","Saint-Jean-sur-Richelieu","16122","Saint-Jean-sur-Richelieu - Saint-Luc","560","Le Haut-Richelieu","1612","RLS du Haut-Richelieu - Rouville","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","2006-01-01",-73.2676010131836,45.33729934692383,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2026-03-23"
"51233047","CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SOREL-TRACY","CRD DE SOREL-TRACY","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","61, rue Morgan"," ","J3P3B6","53052","Sorel-Tracy","16231","Bas Richelieu","530","Pierre-De Saurel","1623","RLS Pierre-De Saurel","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2009-03-18",-73.08989715576172,46.04520034790039,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2026-03-23"
"51233054","CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SAINT-HYACINTHE","CRD DE SAINT-HYACINTHE","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","2115, boulevard Casavant Ouest","bureau 202","J2S7E5","54048","Saint-Hyacinthe","16222","Les Maskoutains","540","Les Maskoutains","1622","RLS de Richelieu-Yamaska","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","2009-03-09",-72.96589660644531,45.63420104980469,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2026-03-23"
"51233062","CENTRE DE RÉADAPTATION EN DÉPENDANCE DE CANDIAC","CRD DE CANDIAC","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","201, boulevard de l'Industrie, 3e étage"," ","J5R6A6","67020","Candiac","16342","Saint-Constant - La Prairie","670","Roussillon","1634","RLS de Jardins-Roussillon","3","RUISSS Université McGill","1","2","1","0","N"," ","2004-06-01",-73.5167007446289,45.39080047607422,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2026-03-23"
"51233070","CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE","CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE","12694659","Centre hospitalier universitaire Sainte-Justine","CHU Sainte-Justine","06","Montréal","5757, avenue Decelles"," ","H3S2C3","66023","Montréal","06224","Côte-des-Neiges","660","Montréal","0622","RLS de Côte-des-Neiges - Métro - Parc-Extension","3","RUISSS Université McGill","1","6","1","1","N"," ","2009-10-13",-73.6260986328125,45.5010986328125,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51233088","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE NIVERVILLE","CRDP DE NIVERVILLE","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","800, rue Niverville"," ","G9A2A8","37067","Trois-Rivières","04151","Trois-Rivières","371","Trois-Rivières","0415","RLS de Trois-Rivières","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2010-01-26",-72.54779815673828,46.346099853515625,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","2026-03-23"
"51233104","CENTRE D'HÉBERGEMENT CHAMPLAIN-DE-LA-ROSE-BLANCHE","CENTRE D'HÉBERGEMENT CHAMPLAIN-DE-LA-ROSE-BLANCHE","11044682","Groupe Champlain inc.","Groupe Champlain inc.","05","Estrie","60, rue Jean-Maurice"," ","J1G1V5","43027","Sherbrooke","05151","Sherbrooke","430","Sherbrooke","0515","RLS de Sherbrooke","4","RUISSS Université de Sherbrooke","2","1","2","0","N","2010-02-24","2009-12-08",-71.88069915771484,45.39799880981445,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51233112","CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINT-HYACINTHE","CPRJDA DE SAINT-HYACINTHE","11045309","Centre intégré de santé et de services sociaux de la Montérégie-Est","CISSS de la Montérégie-Est","16","Montérégie","1050, boulevard Casavant Ouest","bureau 2000","J2S8B9","54048","Saint-Hyacinthe","16222","Les Maskoutains","540","Les Maskoutains","1622","RLS de Richelieu-Yamaska","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","2008-07-30",-72.96410369873047,45.63819885253906,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51233138","CENTRE D’HÉBERGEMENT DOMAINE SAINT-DOMINIQUE","CHSLD DOMAINE SAINT-DOMINIQUE","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","1045, boulevard René-Lévesque Ouest"," ","G1S1V3","23027","Québec","03123","Sainte-Foy - Sillery","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","1","2","1","0","N","2012-05-15","2010-09-01",-71.2416000366211,46.79499816894531,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51233146","FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION L'EXPLORATEUR","FOYER DE GROUPE POUR JDA L'EXPLORATEUR","11045309","Centre intégré de santé et de services sociaux de la Montérégie-Est","CISSS de la Montérégie-Est","16","Montérégie","459, rue Principale"," ","J3N1K5","57020","Saint-Basile-le-Grand","16221","Saint-Bruno - Beloeil - Saint-Hilaire","570","La Vallée-du-Richelieu","1622","RLS de Richelieu-Yamaska","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","2010-08-18",-73.31529998779297,45.51530075073242,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51233153","CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE DE SAINT-LAMBERT-SUR-LE-GOLF","CHSLD DE SAINT-LAMBERT-SUR-LE-GOLF","11044864","Centre d'hébergement et de soins de longue durée de Saint-Lambert-sur-le-Golf inc.","CHSLD de Saint-Lambert-sur-le-Golf inc.","16","Montérégie","555, chemin Tiffin"," ","J4P3G2","58012","Saint-Lambert","16111","Brossard - Saint-Lambert","580","Longueuil","1611","RLS de Champlain","2","RUISSS Université de Montréal","2","6","2","0","N","2012-05-15","2010-10-01",-73.50170135498047,45.510398864746094,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51233179","CLSC MEILLEUR DE L'ÉPIPHANIE","CLSC MEILLEUR DE L'ÉPIPHANIE","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","131, rue Amireault"," ","J5X2T2","60037","L'Épiphanie","14122","L'Assomption","600","L'Assomption","1412","RLS de Lanaudière-Sud","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2009-09-28",-73.48470306396484,45.847599029541016,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51233187","CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME SAINT-PATRICK","CRDI-TSA SAINT-PATRICK","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","2475, rue Saint-Patrick"," ","H3K1B3","66023","Montréal","06314","Pointe-Saint-Charles","660","Montréal","0631","RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2010-08-03",-73.56999969482422,45.48149871826172,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51233237","CLSC DE RIVIÈRE-À-PIERRE","CLSC DE RIVIÈRE-À-PIERRE","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","830, rue Principale"," ","G0A3A0","34135","Rivière-à-Pierre","03111","Portneuf","340","Portneuf","0311","RLS de Portneuf","1","RUISSS Université Laval","1","2","1","0","N"," ","2009-11-23",-72.17849731445312,46.997798919677734,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51233245","CLSC DE SAINT-UBALDE","CLSC DE SAINT-UBALDE","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","427-A, boulevard Chabot"," ","G0A4L0","34090","Saint-Ubalde","03111","Portneuf","340","Portneuf","0311","RLS de Portneuf","1","RUISSS Université Laval","1","2","1","0","N"," ","2009-11-23",-72.27050018310547,46.75529861450195,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51233278","CHSLD DE MALARTIC","CHSLD DE MALARTIC","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","987, rue des Pins","c.p. 639","J0Y1Z0","89015","Malartic","08141","Vallée-de-l'Or","890","La Vallée-de-l'Or","0814","RLS de la Vallée-de-l'Or","3","RUISSS Université McGill","1","2","1","0","N"," ","2010-09-30",-78.12889862060547,48.14189910888672,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51233328","CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME CANARDIÈRE","CENTRE ACT. DE JOUR DI ET TSA CANARDIÈRE","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","2601, chemin de la Canardière, porte M7"," ","G1J2G3","23027","Québec","03133","Beauport","230","Québec","0313","RLS de Québec-Nord","1","RUISSS Université Laval","1","2","1","0","N"," ","2010-04-08",-71.21050262451172,46.852298736572266,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51233336","CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME 1289 LOUIS-XIV","CENTRE ACT. DE JOUR DI ET TSA 1289 LOUIS-XIV","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","1289, boulevard Louis-XIV, loc. C"," ","G2L1M1","23027","Québec","03132","Charlesbourg","230","Québec","0313","RLS de Québec-Nord","1","RUISSS Université Laval","1","2","1","0","N"," ","2010-04-08",-71.2510986328125,46.87580108642578,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
